15.8	85560
15.9	1.46564e+06
16	1.63768e+06
16.1	1.55428e+06
16.2	1.17368e+06
16.3	1.26396e+06
16.4	1.67876e+06
16.5	705600
16.6	1.34432e+06
16.7	1.7804e+06
16.8	1.9462e+06
16.9	1.20352e+06
17	1.68432e+06
17.1	1.3704e+06
17.2	1.77076e+06
17.3	1.72492e+06
17.4	1.58092e+06
17.5	861920
17.6	588800
17.7	145480
17.8	14520
17.9	58440
18	520
18.1	0
18.2	0
18.3	0
18.4	0
18.5	0
18.6	0
18.7	0
18.8	0
18.9	0
19	0
19.1	0
19.2	0
19.3	0
19.4	0
19.5	0
19.6	0
19.7	0
19.8	0
19.9	0
20	0
20.1	0
20.2	0
20.3	0
20.4	2210
20.5	400
20.6	0
20.7	0
20.8	0
20.9	0
21	0
21.1	0
21.2	0
21.3	0
21.4	0
21.5	0
21.6	0
21.7	0
21.8	0
21.9	0
22	0
22.1	0
22.2	0
22.3	0
22.4	0
22.5	0
22.6	0
22.7	530
22.8	520
22.9	0
23	530
23.1	520
23.2	0
23.3	0
23.4	0
23.5	0
23.6	0
23.7	0
23.8	0
23.9	0
24	0
24.1	0
24.2	0
24.3	0
24.4	0
24.5	0
24.6	0
24.7	0
24.8	0
24.9	0
25	0
25.1	0
25.2	0
25.3	0
25.4	0
25.5	0
25.6	0
25.7	0
25.8	0
25.9	0
26	0
26.1	0
26.2	0
26.3	0
26.4	0
26.5	0
26.6	0
26.7	0
26.8	0
26.9	0
27	0
27.1	0
27.2	0
27.3	0
27.4	0
27.5	0
27.6	0
27.7	530
27.8	520
27.9	0
28	530
28.1	520
28.2	0
28.3	2220
28.4	0
28.5	0
28.6	0
28.7	145720
28.8	100600
28.9	186160
29	302120
29.1	340160
29.2	452680
29.3	665800
29.4	904840
29.5	467720
29.6	470120
29.7	778840
29.8	525800
29.9	0
30	497640
30.1	203320
30.2	302840
30.3	382160
30.4	594240
30.5	411200
30.6	919360
30.7	909520
30.8	526640
30.9	566760
31	769000
31.1	918320
31.2	934920
31.3	910560
31.4	1.09736e+06
31.5	892640
31.6	401920
31.7	520
31.8	0
31.9	0
32	0
32.1	0
32.2	0
32.3	0
32.4	0
32.5	0
32.6	0
32.7	0
32.8	0
32.9	0
33	0
33.1	0
33.2	1880
33.3	0
33.4	0
33.5	0
33.6	0
33.7	8930
33.8	11410
33.9	6800
34	0
34.1	0
34.2	0
34.3	0
34.4	0
34.5	0
34.6	0
34.7	0
34.8	0
34.9	0
35	0
35.1	0
35.2	0
35.3	0
35.4	2370
35.5	1200
35.6	21650
35.7	0
35.8	3610
35.9	12590
36	16620
36.1	0
36.2	0
36.3	14520
36.4	15970
36.5	1160
36.6	530
36.7	1570
36.8	0
36.9	0
37	0
37.1	0
37.2	0
37.3	0
37.4	0
37.5	1940
37.6	0
37.7	400
37.8	0
37.9	0
38	0
38.1	1880
38.2	0
38.3	0
38.4	0
38.5	0
38.6	0
38.7	0
38.8	0
38.9	0
39	0
39.1	0
39.2	0
39.3	0
39.4	0
39.5	0
39.6	0
39.7	0
39.8	0
39.9	0
40	0
40.1	0
40.2	0
40.3	0
40.4	0
40.5	0
40.6	0
40.7	0
40.8	0
40.9	0
41	0
41.1	0
41.2	0
41.3	0
41.4	0
41.5	0
41.6	1050
41.7	530
41.8	520
